Quận,Huyện,Loại hình nhà ở,Giấy tờ pháp lý,Số tầng,Số phòng ngủ,Dài,Rộng,Giá/m2
Quận Nam Từ Liêm,Phường Xuân Phương,"Nhà ngõ, hẻm",Đã có sổ,4,3,8,4,7273
Quận Long Biên,Phường Cự Khối,"Nhà ngõ, hẻm",Đã có sổ,4,4,35,6,6875
Quận Thanh Xuân,Phường Hạ Đình,"Nhà ngõ, hẻm",Đã có sổ,5,3,10,4,9125
Quận Hà Đông,Phường La Khê,Nhà phố liền kề,Đã có sổ,5,4,12,45,13636
Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,10,5,93
Quận Nam Từ Liêm,Phường Xuân Phương,"Nhà ngõ, hẻm",Đã có sổ,4,4,6.09,5.58,7735
Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5,3,4,4,5347
Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà mặt phố, mặt tiền",Đã có sổ,6,4,10,5,280
Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,5,3,9.5,3.8,9429
Quận Ba Đình,Phường Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,5,4,13,4,115
Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,3,4,15,4,4167
Quận Hà Đông,Phường Nguyễn Trãi,"Nhà ngõ, hẻm",Đã có sổ,3,3,10,3.3,8182
Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5,3,9,4,9143
Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,5,5,10,5,87
Huyện Hoài Đức,Xã La Phù,"Nhà ngõ, hẻm",Đã có sổ,4,3,8,4,4788
Quận Tây Hồ,Phường Yên Phụ,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,8,4,1125
Quận Hai Bà Trưng,Phường Thanh Lương,"Nhà ngõ, hẻm",Đã có sổ,5,4,10,3,10286
Huyện Thanh Trì,Xã Thanh Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,10,3,7667
Quận Hoàng Mai,Phường Thịnh Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,4,12,3.5,6786
Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,5,3,9,3.5,100
Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,4,10,3.5,8286
Quận Hoàng Mai,Phường Thịnh Liệt,"Nhà ngõ, hẻm",Đang chờ sổ,2,2,9.5,4,3421
Quận Đống Đa,Phường Láng Hạ,"Nhà mặt phố, mặt tiền",Đã có sổ,8,10,9,6,9091
Quận Đống Đa,Phường Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,3,3,10,3.8,8375
Quận Long Biên,Phường Thạch Bàn,"Nhà ngõ, hẻm",Đã có sổ,5,4,6,7,6341
Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,5,5,11,4,9545
Quận Long Biên,Phường Sài Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,4,5,12,34,6429
Quận Long Biên,Phường Ngọc Thụy,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,11,8,3605
Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,5,4,11,3.4,7027
Quận Long Biên,Phường Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,4,4,12,4,8125
Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,5,3,10,3.5,8571
Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,4,9,4,8429
Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,5,3,11.5,3.4,7083
Quận Long Biên,Phường Ngọc Thụy,Nhà phố liền kề,Đã có sổ,5,3,9,3.5,8438
Quận Thanh Xuân,Phường Hạ Đình,"Nhà ngõ, hẻm",Đã có sổ,7,7,10,5,184
Quận Hoàng Mai,Phường Trần Phú,"Nhà ngõ, hẻm",Đã có sổ,5,3,10,3.5,9714
Quận Hà Đông,Phường Văn Quán,Nhà phố liền kề,Đã có sổ,3,4,12,4,12222
Quận Hà Đông,Phường Yết Kiêu,"Nhà mặt phố, mặt tiền",Đã có sổ,2,2,6,5,9833
Quận Hoàng Mai,Phường Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,4,3,7,8,3929
Quận Hoàng Mai,Phường Thanh Trì,"Nhà ngõ, hẻm",Đã có sổ,5,6,12,5,100
Quận Đống Đa,Phường Phương Liên,"Nhà ngõ, hẻm",Đã có sổ,4,3,5,5,100
Quận Thanh Xuân,Phường Khương Mai,"Nhà mặt phố, mặt tiền",Đã có sổ,6,4,9,5,12222
Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,4,3,7,4,7333
Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,3,9,3.5,4774
Quận Thanh Xuân,Phường Thanh Xuân Bắc,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,20,4,8308
Quận Ba Đình,Phường Vĩnh Phúc,Nhà biệt thự,Đã có sổ,4,4,19,500,1176
Quận Hà Đông,Phường Dương Nội,Nhà phố liền kề,Đã có sổ,6,6,18,5,100
Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",Đã có sổ,7,3,10,4.5,17778
Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5,5,10,4.3,8095
Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà ngõ, hẻm",Đã có sổ,4,4,11.5,6.5,12464
Quận Long Biên,Phường Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,4,4,13,3.6,78
Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,14,4,125
Huyện Thanh Trì,Xã Hữu Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,3,7,4,7097
Quận Hà Đông,Phường Yên Nghĩa,"Nhà mặt phố, mặt tiền",Đã có sổ,7,4,12.5,7,9651
Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5,5,10,4,75
Huyện Thanh Trì,Xã Tả Thanh Oai,"Nhà ngõ, hẻm",Đã có sổ,4,3,13,3,11026
Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,"Nhà ngõ, hẻm",Đã có sổ,2,2,12,5,8333
Quận Long Biên,Phường Cự Khối,"Nhà ngõ, hẻm",Đã có sổ,5,3,8,4,5833
Quận Long Biên,Phường Thạch Bàn,"Nhà ngõ, hẻm",Đã có sổ,50,3,8,4,75
Quận Long Biên,Phường Bồ Đề,"Nhà ngõ, hẻm",Đã có sổ,6,4,8,4,10161
Quận Hà Đông,Phường Mộ Lao,"Nhà ngõ, hẻm",Đã có sổ,4,2,7,4,7778
Quận Long Biên,Phường Cự Khối,"Nhà ngõ, hẻm",Đã có sổ,4,3,8,4,5833
Quận Hà Đông,Phường Vạn Phúc,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,11,4,10222
Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5,5,9,4,8571
Quận Cầu Giấy,Phường Trung Hoà,"Nhà ngõ, hẻm",Đã có sổ,5,6,9.2,3.8,11714
Quận Hà Đông,Phường Yết Kiêu,"Nhà mặt phố, mặt tiền",Đã có sổ,9,9,11,5,125
Huyện Thanh Trì,Xã Tả Thanh Oai,"Nhà ngõ, hẻm",Đã có sổ,5,5,10,4,45
Quận Đống Đa,Phường Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,5,6,9,6,8704
Quận Cầu Giấy,Phường Mai Dịch,"Nhà ngõ, hẻm",Đã có sổ,5,3,8,4.2,9143
Quận Long Biên,Phường Giang Biên,"Nhà ngõ, hẻm",Đã có sổ,2,2,6,9,4259
Quận Đống Đa,Phường Nam Đồng,Nhà biệt thự,Đã có sổ,4,4,12,8.85,162
Quận Thanh Xuân,Phường Hạ Đình,"Nhà ngõ, hẻm",Đã có sổ,5,3,12.5,3.2,9625
Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà mặt phố, mặt tiền",Đã có sổ,6,10,11,7,10769
Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,5,4,11,4,8953
Quận Đống Đa,Phường Khâm Thiên,"Nhà ngõ, hẻm",Đã có sổ,4,2,8,3,9583
Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,8.4,5,10476
Quận Cầu Giấy,Phường Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,7,8,12.3,4.5,23636
Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,3,3,7.7,6.8,73
Quận Long Biên,Phường Bồ Đề,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,20,5.5,14273
Quận Hoàng Mai,Phường Lĩnh Nam,"Nhà ngõ, hẻm",Đã có sổ,1,4,15,42,4917
Quận Hà Đông,Phường Quang Trung,"Nhà ngõ, hẻm",Đã có sổ,3,3,8,3.9,10517
Quận Hai Bà Trưng,Phường Đống Mác,"Nhà ngõ, hẻm",Đã có sổ,6,5,10,5,196
Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,9,4.5,100
Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,5,3,10,3.4,6471
Quận Nam Từ Liêm,Phường Đại Mỗ,"Nhà ngõ, hẻm",Đã có sổ,3,3,11,3.8,695
Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,2,2,5,4,70
Quận Long Biên,Phường Gia Thụy,"Nhà ngõ, hẻm",Đã có sổ,5,3,9,4,8824
Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5,3,7,3.4,10357
Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,3,13.8,4,34
Quận Long Biên,Phường Thạch Bàn,"Nhà ngõ, hẻm",Đã có sổ,5,3,10,3.4,5714
Quận Hà Đông,Phường Văn Quán,Nhà phố liền kề,Đã có sổ,5,6,15,7.8,12479
Quận Hà Đông,Phường Phúc La,Nhà phố liền kề,Đã có sổ,4,4,12,4.5,116
Quận Cầu Giấy,Phường Mai Dịch,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,11,4,13333
Quận Hoàng Mai,Phường Mai Động,"Nhà ngõ, hẻm",Đã có sổ,5,3,6,5,10333
Quận Hai Bà Trưng,Phường Cầu Dền,"Nhà ngõ, hẻm",Đã có sổ,3,3,11,4,6848
Quận Long Biên,Phường Long Biên,"Nhà ngõ, hẻm",Giấy tờ khác,4,3,8,5,6375
Quận Hai Bà Trưng,Phường Đồng Tâm,"Nhà ngõ, hẻm",Đã có sổ,5,4,12,5,21667
Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,10.5,3.5,9861
Quận Đống Đa,Phường Trung Liệt,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,11,4,9556
Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,3,3,11.1,4,5778
Quận Nam Từ Liêm,Phường Trung Văn,"Nhà ngõ, hẻm",Đã có sổ,5,4,6,6,9028
Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà ngõ, hẻm",Đã có sổ,5,4,10,3.8,12051
Quận Bắc Từ Liêm,Phường Phú Diễn,"Nhà mặt phố, mặt tiền",Đã có sổ,3,4,13,4.2,9245
Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,9.2,5,14348
Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,4,5,8,5,135
Quận Hà Đông,Phường Vạn Phúc,"Nhà ngõ, hẻm",Đã có sổ,5,4,9,4.2,7194
Quận Hoàng Mai,Phường Tương Mai,"Nhà ngõ, hẻm",Đã có sổ,5,3,10,4.5,8667
Quận Thanh Xuân,Phường Thanh Xuân Bắc,"Nhà ngõ, hẻm",Đã có sổ,5,4,11,3.8,695
Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,4,4,7,7,11875
Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,5,5,11,3.1,10294
Quận Hà Đông,Phường Kiến Hưng,"Nhà ngõ, hẻm",Đã có sổ,2,2,10,39,4919
Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5,4,14,3.4,8444
Quận Hai Bà Trưng,Phường Trương Định,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,10,430,9067
Quận Hoàng Mai,Phường Giáp Bát,"Nhà ngõ, hẻm",Đã có sổ,4,3,5,6,9242
Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,3,6,5,80
Quận Thanh Xuân,Phường Khương Đình,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,5.99,6,8571
Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5,5,10,5,92
Quận Cầu Giấy,Phường Nghĩa Tân,"Nhà ngõ, hẻm",Đã có sổ,5,4,9,5,8889
Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",Đã có sổ,5,6,22,4.5,11667
Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,2,7,3,90
Quận Tây Hồ,Phường Xuân La,"Nhà ngõ, hẻm",Đã có sổ,5,6,12,4.5,86
Quận Long Biên,Phường Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,4.5,6444
Quận Nam Từ Liêm,Phường Mỹ Đình 1,"Nhà ngõ, hẻm",Đã có sổ,5,5,8.7,6,5192
Quận Đống Đa,Phường Nam Đồng,"Nhà ngõ, hẻm",Đã có sổ,1,1,5,10,6809
Quận Bắc Từ Liêm,Phường Cổ Nhuế 2,"Nhà ngõ, hẻm",Đã có sổ,2,2,10,4.5,5956
Quận Long Biên,Phường Long Biên,"Nhà ngõ, hẻm",Đã có sổ,4,3,10,3.5,5286
Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,5,3,5,3.3,7833
Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,4,4,30,30,110
Quận Ba Đình,Phường Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,2,1,5.5,3,7813
Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,5,7,10,5,72
Quận Hai Bà Trưng,Phường Trương Định,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,9,4.5,9333
Quận Hà Đông,Phường Hà Cầu,Nhà phố liền kề,Đã có sổ,5,5,12,4,13333
Quận Cầu Giấy,Phường Dịch Vọng Hậu,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,12.5,4,210
Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,4,4,9.3,4.3,72
Quận Hai Bà Trưng,Phường Phạm Đình Hổ,Nhà biệt thự,Đã có sổ,3,9,12,12,17172
Quận Đống Đa,Phường Ô Chợ Dừa,"Nhà ngõ, hẻm",Đã có sổ,4,3,5,5,98
Quận Hai Bà Trưng,Phường Minh Khai,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,9.5,4,18947
Quận Ba Đình,Phường Vĩnh Phúc,"Nhà ngõ, hẻm",Đã có sổ,5,4,5,6,13333
Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,4,75
Quận Nam Từ Liêm,Phường Phương Canh,"Nhà ngõ, hẻm",Đã có sổ,5,3,6,5,8281
Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,5,4,10,3.5,64
Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,4,3,11,3.9,9625
Quận Nam Từ Liêm,Phường Xuân Phương,"Nhà ngõ, hẻm",Đã có sổ,4,3,5,6,7475
Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,4,4,11,3,16316
Quận Cầu Giấy,Phường Nghĩa Đô,"Nhà ngõ, hẻm",Đã có sổ,5,6,7,8,7308
Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5,4,30,30,9833
Quận Thanh Xuân,Phường Khương Trung,"Nhà mặt phố, mặt tiền",Đã có sổ,6,6,9,5,6333
Quận Nam Từ Liêm,Phường Xuân Phương,"Nhà ngõ, hẻm",Đã có sổ,4,3,9,3.4,7633
Quận Hai Bà Trưng,Phường Nguyễn Du,"Nhà mặt phố, mặt tiền",Đã có sổ,5,2,5,3,400
Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,4,3,8.5,3.5,9259
Quận Hai Bà Trưng,Phường Minh Khai,"Nhà ngõ, hẻm",Đã có sổ,4,4,11,4.52,73
Quận Hoàn Kiếm,Phường Phan Chu Trinh,"Nhà ngõ, hẻm",Đã có sổ,3,3,4.5,8,15405
Quận Thanh Xuân,Phường Thanh Xuân Trung,"Nhà ngõ, hẻm",Đã có sổ,5,3,10,4,8684
Huyện Hoài Đức,Xã Vân Canh,"Nhà ngõ, hẻm",Đã có sổ,4,4,10.17,3.2,3125
Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,3,7,5,4765
Quận Long Biên,Phường Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,6,4,8,4.5,1197
Quận Hà Đông,Phường Phú Lãm,"Nhà ngõ, hẻm",Đã có sổ,4,3,9,3.5,5323
Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,3,3,10,4,3488
Quận Hà Đông,Phường Dương Nội,"Nhà ngõ, hẻm",Đã có sổ,5,4,10,3.6,6944
Quận Long Biên,Phường Ngọc Thụy,"Nhà mặt phố, mặt tiền",Đã có sổ,5,3,6,4.1,8933
Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,5,9,4,7289
Quận Hà Đông,Phường Hà Cầu,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,4,6581
Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3,9,3.5,5688
Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",Đã có sổ,6,4,8.2,5,10476
Quận Hà Đông,Phường Biên Giang,"Nhà ngõ, hẻm",Đã có sổ,3,3,13,3.5,3366
Quận Hà Đông,Phường Nguyễn Trãi,"Nhà mặt phố, mặt tiền",Đã có sổ,1,1,38,7,12915
Quận Thanh Xuân,Phường Khương Mai,Nhà phố liền kề,Đã có sổ,4,6,18,3.4,9983
Quận Hoàng Mai,Phường Vĩnh Hưng,"Nhà ngõ, hẻm",Giấy tờ khác,4,3,12,3,4412
Quận Hoàng Mai,Phường Tân Mai,"Nhà ngõ, hẻm",Đã có sổ,5,3,10,3.4,100
Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,3.2,50
Quận Hoàng Mai,Phường Hoàng Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,3,10,3.4,100
Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,3,3,9,4.1,9306
Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",Đã có sổ,6,3,9,5.2,10222
Quận Hà Đông,Phường Phú La,"Nhà ngõ, hẻm",Đã có sổ,1,1,12,6,5571
Quận Tây Hồ,Phường Bưởi,"Nhà ngõ, hẻm",Đã có sổ,4,4,12,5.5,8429
Quận Đống Đa,Phường Ngã Tư Sở,"Nhà ngõ, hẻm",Đã có sổ,5,3,8,4,12031
Quận Hà Đông,Phường Phú La,"Nhà ngõ, hẻm",Đã có sổ,4,4,10.2,4,8222
Quận Ba Đình,Phường Cống Vị,"Nhà ngõ, hẻm",Đã có sổ,4,2,6.5,4,132
Quận Hà Đông,Phường Phú La,"Nhà ngõ, hẻm",Đã có sổ,4,4,10.2,4,8222
Quận Ba Đình,Phường Giảng Võ,"Nhà ngõ, hẻm",Đã có sổ,2,2,6,3,6944
Quận Đống Đa,Phường Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,3,3,6,4,80
Quận Long Biên,Phường Ngọc Thụy,"Nhà ngõ, hẻm",Đã có sổ,4,3,12,3.3,7889
Quận Đống Đa,Phường Láng Thượng,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,5,84
Quận Cầu Giấy,Phường Dịch Vọng,"Nhà ngõ, hẻm",Đã có sổ,6,5,16,3.8,150
Quận Ba Đình,Phường Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,2,2,5,5,76
Quận Hai Bà Trưng,Phường Thanh Nhàn,"Nhà ngõ, hẻm",Đã có sổ,5,4,7,4,10357
Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5,3,9.75,3.9,8816
Quận Đống Đa,Phường Láng Hạ,"Nhà ngõ, hẻm",Đã có sổ,5,4,11,5,9091
Quận Hà Đông,Phường Văn Quán,Nhà biệt thự,Đã có sổ,7,10,23,20,15652
Quận Nam Từ Liêm,Phường Cầu Diễn,"Nhà ngõ, hẻm",Đã có sổ,6,6,35,3.5,11111
Quận Hà Đông,Phường La Khê,"Nhà ngõ, hẻm",Đã có sổ,4,3,9.5,3.2,8667
Quận Đống Đa,Phường Thịnh Quang,"Nhà ngõ, hẻm",Đã có sổ,4,4,8,5,975
Quận Hai Bà Trưng,Phường Vĩnh Tuy,"Nhà ngõ, hẻm",Đã có sổ,5,4,11,4.1,9556
Quận Đống Đa,Phường Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,2,1,7,3,70
Huyện Hoài Đức,Xã Di Trạch,"Nhà ngõ, hẻm",Đã có sổ,3,2,8,4,4448
Quận Tây Hồ,Phường Thụy Khuê,"Nhà mặt phố, mặt tiền",Đã có sổ,5,4,14,4,16182
Quận Đống Đa,Phường Láng Thượng,"Nhà mặt phố, mặt tiền",Đã có sổ,8,10,13,4,21818
Quận Long Biên,Phường Phúc Đồng,"Nhà mặt phố, mặt tiền",Đã có sổ,4,4,20,6.5,60
Quận Hoàng Mai,Phường Đại Kim,"Nhà ngõ, hẻm",Đã có sổ,4,3,8,35,8833
Quận Hà Đông,Phường Yên Nghĩa,Nhà phố liền kề,Đã có sổ,4,4,10,3.5,4571
Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,4,3,10,36,9722
Quận Đống Đa,Phường Khâm Thiên,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,8,4.2,8667
Quận Ba Đình,Phường Kim Mã,"Nhà ngõ, hẻm",Đã có sổ,4,5,13.9,3.6,114
Quận Hoàng Mai,Phường Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,1,2,11,38,4167
Quận Hà Đông,Phường Văn Quán,Nhà phố liền kề,Đã có sổ,4,4,9,4,11944
Quận Bắc Từ Liêm,Phường Thụy Phương,"Nhà ngõ, hẻm",Đã có sổ,4,3,9,43,6375
Quận Hà Đông,Phường Yết Kiêu,"Nhà mặt phố, mặt tiền",Đã có sổ,3,3,10,3.6,9394
Quận Long Biên,Phường Thượng Thanh,"Nhà mặt phố, mặt tiền",Đã có sổ,4,3,12,4,100
Quận Ba Đình,Phường Thành Công,"Nhà ngõ, hẻm",Đã có sổ,5,3,8,38,13871
Quận Bắc Từ Liêm,Phường Xuân Đỉnh,"Nhà ngõ, hẻm",Đã có sổ,5,3,7,4.3,100
Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,4,4,13,4,73
Quận Cầu Giấy,Phường Dịch Vọng,"Nhà mặt phố, mặt tiền",Đã có sổ,5,6,12,4,210
Quận Hà Đông,Phường Nguyễn Trãi,"Nhà mặt phố, mặt tiền",Đã có sổ,1,1,7,6,5875
Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4,2,11,4.3,7553
Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,4,4,10,4,14125
Quận Tây Hồ,Phường Xuân La,Nhà phố liền kề,Đã có sổ,5,4,12,4,225
Quận Thanh Xuân,Phường Kim Giang,"Nhà ngõ, hẻm",Đã có sổ,4,2,11,4.3,7553
Quận Hoàn Kiếm,Phường Hàng Bồ,"Nhà mặt phố, mặt tiền",Đã có sổ,8,10,15,8,1111111111
Quận Hai Bà Trưng,Phường Bùi Thị Xuân,"Nhà ngõ, hẻm",Đã có sổ,4,5,12,4,84
Quận Thanh Xuân,Phường Khương Trung,"Nhà ngõ, hẻm",Đã có sổ,3,4,10,3,80
Quận Hoàng Mai,Phường Định Công,"Nhà ngõ, hẻm",Đã có sổ,5,4,14,3.5,5833
Quận Thanh Xuân,Phường Khương Mai,"Nhà ngõ, hẻm",Đã có sổ,4,3,8,5,150
Quận Cầu Giấy,Phường Yên Hoà,"Nhà ngõ, hẻm",Đã có sổ,5,6,15,4.2,8917
Quận Đống Đa,Phường Trung Tự,"Nhà ngõ, hẻm",Đã có sổ,5,4,9,4,8889
Quận Ba Đình,Phường Ngọc Hà,"Nhà ngõ, hẻm",Đã có sổ,5,4,8,4,11667
Quận Hoàng Mai,Phường Thanh Trì,"Nhà ngõ, hẻm",Đã có sổ,5,4,10,4,75
Quận Nam Từ Liêm,Phường Đại Mỗ,"Nhà ngõ, hẻm",Đã có sổ,3,4,11,3.5,6447
Quận Hai Bà Trưng,Phường Trương Định,"Nhà ngõ, hẻm",Đã có sổ,3,3,20,7.5,5195
Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3,8,4,5563
Quận Ba Đình,Phường Đội Cấn,"Nhà ngõ, hẻm",Đã có sổ,2,3,8,6.5,6383
Quận Đống Đa,Phường Hàng Bột,"Nhà ngõ, hẻm",Đã có sổ,4,3,5.8,7,675
Quận Thanh Xuân,Phường Khương Đình,"Nhà ngõ, hẻm",Đã có sổ,5,4,11,4,9333
Quận Hà Đông,Phường Phú La,"Nhà ngõ, hẻm",Đã có sổ,4,4,10.2,4,8222
Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,4,4,11,4.5,9796
Quận Ba Đình,Phường Giảng Võ,"Nhà mặt phố, mặt tiền",Đã có sổ,5,5,16,5,26744
Huyện Hoài Đức,Xã La Phù,"Nhà ngõ, hẻm",Đã có sổ,3,2,8,4,363
Quận Thanh Xuân,Phường Nhân Chính,"Nhà ngõ, hẻm",Đã có sổ,5,3,8,5,5
Quận Hà Đông,Phường Yên Nghĩa,"Nhà ngõ, hẻm",Đã có sổ,4,3,4,3.6,4306
Quận Ba Đình,Phường Điện Biên,"Nhà ngõ, hẻm",Đã có sổ,4,2,7,3.5,15769
Quận Đống Đa,Phường Trung Liệt,"Nhà ngõ, hẻm",Đã có sổ,5,3,9.5,3.85,9714
Quận Hoàng Mai,Phường Vĩnh Hưng,"Nhà ngõ, hẻm",Đã có sổ,2,2,5,6,60
